model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
NCE-PLRec,200,1,1,10,Cosine,0,1.1,,"[0.0511, 0.0012]","[0.0088, 0.0003]","[0.0073, 0.0002]","[0.0063, 0.0002]","[0.0118, 0.0004]","[0.0039, 0.0001]","[0.0186, 0.001]","[0.0559, 0.0017]","[0.0688, 0.0019]","[0.0783, 0.002]","[0.038, 0.0014]","[0.1182, 0.0024]"
NCE-PLRec,200,1,1,10,Cosine,0,1.2,,"[0.053, 0.0013]","[0.0092, 0.0003]","[0.0076, 0.0002]","[0.0066, 0.0002]","[0.0125, 0.0004]","[0.0041, 0.0001]","[0.0191, 0.001]","[0.0581, 0.0018]","[0.0715, 0.0019]","[0.082, 0.0021]","[0.0401, 0.0015]","[0.1222, 0.0025]"
NCE-PLRec,200,1,1,10,Cosine,0,1.3,,"[0.0554, 0.0013]","[0.0096, 0.0003]","[0.0079, 0.0002]","[0.0069, 0.0002]","[0.013, 0.0004]","[0.0042, 0.0001]","[0.0199, 0.001]","[0.0607, 0.0018]","[0.0745, 0.002]","[0.0855, 0.0021]","[0.0418, 0.0015]","[0.1279, 0.0025]"
NCE-PLRec,200,1,10,10,Cosine,0,0.7,,"[0.0471, 0.0012]","[0.0079, 0.0002]","[0.0066, 0.0002]","[0.0058, 0.0001]","[0.0106, 0.0004]","[0.0037, 0.0001]","[0.0169, 0.0009]","[0.05, 0.0016]","[0.0621, 0.0018]","[0.0718, 0.0019]","[0.0341, 0.0014]","[0.1113, 0.0024]"
NCE-PLRec,200,1,10,10,Cosine,0,0.8,,"[0.0479, 0.0012]","[0.0081, 0.0002]","[0.0067, 0.0002]","[0.0059, 0.0001]","[0.0108, 0.0004]","[0.0037, 0.0001]","[0.0173, 0.0009]","[0.0512, 0.0017]","[0.063, 0.0018]","[0.073, 0.002]","[0.0349, 0.0014]","[0.1127, 0.0024]"
NCE-PLRec,200,1,10,10,Cosine,0,0.9,,"[0.0486, 0.0012]","[0.0082, 0.0002]","[0.0069, 0.0002]","[0.006, 0.0002]","[0.0111, 0.0004]","[0.0038, 0.0001]","[0.0175, 0.0009]","[0.0522, 0.0017]","[0.0645, 0.0018]","[0.0742, 0.002]","[0.0357, 0.0014]","[0.114, 0.0024]"
NCE-PLRec,200,1,10,10,Cosine,0,1.0,,"[0.0498, 0.0012]","[0.0085, 0.0003]","[0.0071, 0.0002]","[0.0061, 0.0002]","[0.0114, 0.0004]","[0.0038, 0.0001]","[0.0177, 0.0009]","[0.0536, 0.0017]","[0.0665, 0.0019]","[0.076, 0.002]","[0.0369, 0.0014]","[0.116, 0.0024]"
NCE-PLRec,200,1,10,10,Cosine,0,1.1,,"[0.0511, 0.0012]","[0.0088, 0.0003]","[0.0073, 0.0002]","[0.0063, 0.0002]","[0.0118, 0.0004]","[0.0039, 0.0001]","[0.0186, 0.001]","[0.0559, 0.0017]","[0.0688, 0.0019]","[0.0784, 0.002]","[0.038, 0.0014]","[0.1182, 0.0024]"
NCE-PLRec,200,1,10,10,Cosine,0,1.2,,"[0.053, 0.0013]","[0.0092, 0.0003]","[0.0076, 0.0002]","[0.0066, 0.0002]","[0.0125, 0.0004]","[0.004, 0.0001]","[0.0192, 0.001]","[0.0581, 0.0018]","[0.0715, 0.0019]","[0.082, 0.0021]","[0.0401, 0.0015]","[0.1222, 0.0025]"
NCE-PLRec,200,1,10,10,Cosine,0,1.3,,"[0.0554, 0.0013]","[0.0096, 0.0003]","[0.0079, 0.0002]","[0.0069, 0.0002]","[0.013, 0.0004]","[0.0042, 0.0001]","[0.0199, 0.001]","[0.0607, 0.0018]","[0.0745, 0.002]","[0.0856, 0.0021]","[0.0418, 0.0015]","[0.1279, 0.0025]"
NCE-PLRec,200,1,100,10,Cosine,0,0.7,,"[0.0472, 0.0012]","[0.008, 0.0002]","[0.0066, 0.0002]","[0.0058, 0.0001]","[0.0106, 0.0004]","[0.0037, 0.0001]","[0.0169, 0.0009]","[0.0502, 0.0016]","[0.0622, 0.0018]","[0.0719, 0.0019]","[0.0341, 0.0014]","[0.1115, 0.0024]"
NCE-PLRec,200,1,100,10,Cosine,0,0.8,,"[0.0479, 0.0012]","[0.0081, 0.0002]","[0.0067, 0.0002]","[0.0059, 0.0001]","[0.0109, 0.0004]","[0.0037, 0.0001]","[0.0173, 0.0009]","[0.0512, 0.0017]","[0.0633, 0.0018]","[0.073, 0.002]","[0.035, 0.0014]","[0.1129, 0.0024]"
NCE-PLRec,200,1,100,10,Cosine,0,0.9,,"[0.0487, 0.0012]","[0.0083, 0.0002]","[0.0069, 0.0002]","[0.006, 0.0002]","[0.0111, 0.0004]","[0.0038, 0.0001]","[0.0175, 0.0009]","[0.0523, 0.0017]","[0.0646, 0.0018]","[0.0742, 0.002]","[0.0357, 0.0014]","[0.1141, 0.0024]"
NCE-PLRec,200,1,100,10,Cosine,0,1.0,,"[0.0499, 0.0012]","[0.0085, 0.0003]","[0.0071, 0.0002]","[0.0062, 0.0002]","[0.0115, 0.0004]","[0.0038, 0.0001]","[0.0178, 0.0009]","[0.0537, 0.0017]","[0.0666, 0.0019]","[0.0763, 0.002]","[0.0369, 0.0014]","[0.1164, 0.0024]"
NCE-PLRec,200,1,100,10,Cosine,0,1.1,,"[0.0512, 0.0012]","[0.0088, 0.0003]","[0.0073, 0.0002]","[0.0063, 0.0002]","[0.0119, 0.0004]","[0.0039, 0.0001]","[0.0187, 0.001]","[0.0559, 0.0017]","[0.0689, 0.0019]","[0.0785, 0.002]","[0.0381, 0.0014]","[0.1185, 0.0024]"
NCE-PLRec,200,1,100,10,Cosine,0,1.2,,"[0.0531, 0.0013]","[0.0092, 0.0003]","[0.0076, 0.0002]","[0.0066, 0.0002]","[0.0125, 0.0004]","[0.0041, 0.0001]","[0.0191, 0.001]","[0.0581, 0.0018]","[0.0716, 0.0019]","[0.0822, 0.0021]","[0.0402, 0.0015]","[0.1225, 0.0025]"
NCE-PLRec,200,1,100,10,Cosine,0,1.3,,"[0.0555, 0.0013]","[0.0097, 0.0003]","[0.0079, 0.0002]","[0.0069, 0.0002]","[0.0131, 0.0004]","[0.0042, 0.0001]","[0.0199, 0.001]","[0.0608, 0.0018]","[0.0745, 0.002]","[0.0857, 0.0021]","[0.0419, 0.0015]","[0.1283, 0.0025]"
NCE-PLRec,200,1,1000,10,Cosine,0,0.7,,"[0.0479, 0.0012]","[0.0081, 0.0002]","[0.0067, 0.0002]","[0.0059, 0.0001]","[0.0107, 0.0004]","[0.0037, 0.0001]","[0.0173, 0.0009]","[0.0509, 0.0016]","[0.0631, 0.0018]","[0.073, 0.002]","[0.0343, 0.0014]","[0.1132, 0.0024]"
NCE-PLRec,200,1,1000,10,Cosine,0,0.8,,"[0.0487, 0.0012]","[0.0083, 0.0002]","[0.0069, 0.0002]","[0.006, 0.0002]","[0.011, 0.0004]","[0.0038, 0.0001]","[0.0174, 0.0009]","[0.0522, 0.0017]","[0.0644, 0.0018]","[0.0741, 0.002]","[0.0354, 0.0014]","[0.1148, 0.0024]"
NCE-PLRec,200,1,1000,10,Cosine,0,0.9,,"[0.0496, 0.0012]","[0.0084, 0.0002]","[0.007, 0.0002]","[0.0061, 0.0002]","[0.0113, 0.0004]","[0.0038, 0.0001]","[0.0178, 0.0009]","[0.053, 0.0017]","[0.0655, 0.0019]","[0.0755, 0.002]","[0.0363, 0.0014]","[0.1165, 0.0024]"
NCE-PLRec,200,1,1000,10,Cosine,0,1.0,,"[0.0507, 0.0012]","[0.0087, 0.0003]","[0.0073, 0.0002]","[0.0063, 0.0002]","[0.0116, 0.0004]","[0.0039, 0.0001]","[0.018, 0.001]","[0.0549, 0.0017]","[0.0682, 0.0019]","[0.0777, 0.002]","[0.0374, 0.0014]","[0.1187, 0.0024]"
NCE-PLRec,200,1,1000,10,Cosine,0,1.1,,"[0.052, 0.0012]","[0.009, 0.0003]","[0.0075, 0.0002]","[0.0065, 0.0002]","[0.012, 0.0004]","[0.004, 0.0001]","[0.0186, 0.001]","[0.0568, 0.0017]","[0.07, 0.0019]","[0.08, 0.002]","[0.0386, 0.0014]","[0.1208, 0.0024]"
NCE-PLRec,200,1,1000,10,Cosine,0,1.2,,"[0.0538, 0.0013]","[0.0093, 0.0003]","[0.0078, 0.0002]","[0.0068, 0.0002]","[0.0127, 0.0004]","[0.0041, 0.0001]","[0.0192, 0.001]","[0.0591, 0.0018]","[0.0729, 0.002]","[0.0838, 0.0021]","[0.0407, 0.0015]","[0.1244, 0.0025]"
NCE-PLRec,200,1,1000,10,Cosine,0,1.3,,"[0.0561, 0.0013]","[0.0098, 0.0003]","[0.0081, 0.0002]","[0.0071, 0.0002]","[0.0132, 0.0004]","[0.0043, 0.0001]","[0.02, 0.001]","[0.0617, 0.0018]","[0.0761, 0.002]","[0.0876, 0.0021]","[0.0424, 0.0015]","[0.1301, 0.0025]"
NCE-PLRec,200,1,10000,10,Cosine,0,0.7,,"[0.053, 0.0012]","[0.0089, 0.0003]","[0.0075, 0.0002]","[0.0067, 0.0002]","[0.0118, 0.0004]","[0.0042, 0.0001]","[0.0182, 0.001]","[0.0561, 0.0017]","[0.0699, 0.0019]","[0.0822, 0.0021]","[0.0379, 0.0014]","[0.1274, 0.0025]"
NCE-PLRec,200,1,10000,10,Cosine,0,0.8,,"[0.0538, 0.0012]","[0.0091, 0.0003]","[0.0077, 0.0002]","[0.0068, 0.0002]","[0.0119, 0.0004]","[0.0043, 0.0001]","[0.0186, 0.001]","[0.057, 0.0017]","[0.0716, 0.0019]","[0.0833, 0.0021]","[0.0381, 0.0014]","[0.1292, 0.0025]"
NCE-PLRec,200,1,10000,10,Cosine,0,0.9,,"[0.0545, 0.0013]","[0.0093, 0.0003]","[0.0078, 0.0002]","[0.0069, 0.0002]","[0.0121, 0.0004]","[0.0043, 0.0001]","[0.0187, 0.001]","[0.0581, 0.0018]","[0.0727, 0.002]","[0.0849, 0.0021]","[0.0387, 0.0015]","[0.1305, 0.0025]"
NCE-PLRec,200,1,10000,10,Cosine,0,1.0,,"[0.0556, 0.0013]","[0.0095, 0.0003]","[0.008, 0.0002]","[0.007, 0.0002]","[0.0124, 0.0004]","[0.0044, 0.0001]","[0.019, 0.001]","[0.0596, 0.0018]","[0.0747, 0.002]","[0.0863, 0.0021]","[0.0397, 0.0015]","[0.1325, 0.0026]"
NCE-PLRec,200,1,10000,10,Cosine,0,1.1,,"[0.0567, 0.0013]","[0.0098, 0.0003]","[0.0081, 0.0002]","[0.0072, 0.0002]","[0.0128, 0.0004]","[0.0045, 0.0001]","[0.0193, 0.001]","[0.0614, 0.0018]","[0.0758, 0.002]","[0.0879, 0.0021]","[0.041, 0.0015]","[0.1352, 0.0026]"
NCE-PLRec,200,1,10000,10,Cosine,0,1.2,,"[0.0579, 0.0013]","[0.0101, 0.0003]","[0.0084, 0.0002]","[0.0074, 0.0002]","[0.0133, 0.0004]","[0.0046, 0.0001]","[0.0196, 0.001]","[0.0632, 0.0018]","[0.078, 0.002]","[0.0906, 0.0022]","[0.0424, 0.0015]","[0.1374, 0.0026]"
NCE-PLRec,200,1,10000,10,Cosine,0,1.3,,"[0.0593, 0.0013]","[0.0103, 0.0003]","[0.0086, 0.0002]","[0.0075, 0.0002]","[0.0137, 0.0004]","[0.0047, 0.0001]","[0.0197, 0.001]","[0.0647, 0.0018]","[0.0803, 0.002]","[0.0924, 0.0022]","[0.0435, 0.0015]","[0.1412, 0.0026]"
